rnn_type,optimizer,learning_rate,momentum,activation,dropout,batch_norm,rnn_units,train_acc,val_acc,train_loss,val_loss,epochs,time_sec
BiLSTM,adamw,0.001,0.95,relu,0.3333,True,256,0.8959481120109558,0.7635332345962524,0.2581693828105926,0.8394303321838379,23,50.49942088127136
BiLSTM,adamw,0.001,0.95,tanh,0.2,True,64,0.9333873391151428,0.7614262700080872,0.1754026114940643,0.9177032709121704,31,61.65920209884644
BiLSTM,adamw,0.001,0.95,tanh,0.2,True,128,0.894692063331604,0.7395461797714233,0.2646474242210388,0.8431286811828613,16,35.364561557769775
BiLSTM,adamw,0.001,0.95,tanh,0.2,True,256,0.9060372710227966,0.76191246509552,0.2430750578641891,0.8015596270561218,17,37.91161799430847
BiLSTM,adamw,0.001,0.95,tanh,0.3333,True,64,0.882779598236084,0.7661263942718506,0.2960596680641174,0.7529997229576111,26,53.772990465164185
BiLSTM,adamw,0.001,0.95,tanh,0.3333,True,128,0.917220413684845,0.7641814947128296,0.2122481018304824,0.8497117161750793,34,67.38932418823242
BiLSTM,adamw,0.001,0.95,tanh,0.3333,True,256,0.8405186533927917,0.754781186580658,0.3909635245800018,0.6540504097938538,13,30.747276067733765
BiLSTM,adamw,0.001,0.95,selu,0.2,True,64,0.8810372948646545,0.749108612537384,0.2966255247592926,0.7948731780052185,16,35.41560482978821
BiLSTM,adamw,0.001,0.95,selu,0.2,True,128,0.8815640211105347,0.7481361627578735,0.2954568564891815,0.7649070024490356,14,31.892921209335327
BiLSTM,adamw,0.001,0.95,selu,0.2,True,256,0.9057536721229552,0.7447325587272644,0.232904776930809,0.928214430809021,17,38.66433453559876
BiLSTM,adamw,0.001,0.95,selu,0.3333,True,64,0.8927066326141357,0.7575364708900452,0.2714345157146454,0.7907118201255798,27,54.772202491760254
BiLSTM,adamw,0.001,0.95,selu,0.3333,True,128,0.905307948589325,0.7666126489639282,0.2376741021871566,0.8310540318489075,28,56.66969299316406
BiLSTM,adamw,0.001,0.95,selu,0.3333,True,256,0.8485007882118225,0.7408427596092224,0.3637679815292358,0.7046531438827515,14,32.31941318511963
BiLSTM,sgd,0.001,0.95,relu,0.2,True,64,0.8710696697235107,0.7636952996253967,0.3237680494785309,0.6810793876647949,34,62.23984503746033
BiLSTM,sgd,0.001,0.95,relu,0.2,True,128,0.8829821944236755,0.76191246509552,0.3015316128730774,0.6716994643211365,29,53.73579978942871
BiLSTM,sgd,0.001,0.95,relu,0.2,True,256,0.8479335308074951,0.7594813704490662,0.3851507902145386,0.6356992125511169,18,35.67472243309021
BiLSTM,sgd,0.001,0.95,relu,0.3333,True,64,0.8454213738441467,0.7581847906112671,0.3748544156551361,0.6440093517303467,45,80.04688858985901
BiLSTM,sgd,0.001,0.95,relu,0.3333,True,128,0.8103727698326111,0.7538087368011475,0.4587398469448089,0.6071859002113342,24,45.06155467033386
BiLSTM,sgd,0.001,0.95,relu,0.3333,True,256,0.855307936668396,0.7533225417137146,0.3566512763500213,0.6797857880592346,32,60.44893527030945
BiLSTM,sgd,0.001,0.95,tanh,0.2,True,64,0.8478119969367981,0.7633711695671082,0.3776317238807678,0.6401610374450684,29,52.09336543083191
BiLSTM,sgd,0.001,0.95,tanh,0.2,True,128,0.9032009840011596,0.7641814947128296,0.2526249587535858,0.6887252926826477,37,66.02217817306519
BiLSTM,sgd,0.001,0.95,tanh,0.2,True,256,0.917625606060028,0.7481361627578735,0.2233945727348327,0.7232667803764343,35,65.67516541481018
BiLSTM,sgd,0.001,0.95,tanh,0.3333,True,64,0.8148298263549805,0.7585089206695557,0.4543034434318542,0.6161250472068787,31,54.14155244827271
BiLSTM,sgd,0.001,0.95,tanh,0.3333,True,128,0.8835899233818054,0.7700161933898926,0.2991164028644562,0.6809979677200317,50,88.98216462135315
BiLSTM,sgd,0.001,0.95,tanh,0.3333,True,256,0.8376013040542603,0.7635332345962524,0.4028647243976593,0.6107565760612488,31,58.67107272148132
BiLSTM,sgd,0.001,0.95,selu,0.2,True,64,0.836790919303894,0.7594813704490662,0.4019526243209839,0.6547732353210449,27,50.3290479183197
BiLSTM,sgd,0.001,0.95,selu,0.2,True,128,0.7851701974868774,0.750891387462616,0.5213348865509033,0.6115725636482239,12,24.46463274955749
BiLSTM,sgd,0.001,0.95,selu,0.2,True,256,0.8613047003746033,0.7512155771255493,0.3461668789386749,0.6662448048591614,25,47.08992123603821
BiLSTM,sgd,0.001,0.95,selu,0.3333,True,64,0.8290113210678101,0.7628849148750305,0.4206366240978241,0.6462100148200989,38,66.17707419395447
BiLSTM,sgd,0.001,0.95,selu,0.3333,True,128,0.8818476796150208,0.7700161933898926,0.3011068105697632,0.6798390746116638,50,86.75080943107605
BiLSTM,sgd,0.001,0.95,selu,0.3333,True,256,0.8384116888046265,0.7554295063018799,0.4027236104011535,0.6330360174179077,31,56.92309045791626
BiGRU,adam,0.001,,relu,0.2,True,64,0.9135737419128418,0.756726086139679,0.2187608629465103,0.8879402279853821,23,46.997164487838745
BiGRU,adam,0.001,,relu,0.2,True,128,0.9266207218170166,0.7531604766845703,0.187397226691246,0.9618780016899108,22,44.91503882408142
BiGRU,adam,0.001,,relu,0.2,True,256,0.9348865747451782,0.7549432516098022,0.1672170311212539,0.9972335696220398,25,51.41675305366516
BiGRU,adam,0.001,,relu,0.3333,True,64,0.9004456996917725,0.7651539444923401,0.2506300508975982,0.7573036551475525,33,64.57881474494934
BiGRU,adam,0.001,,relu,0.3333,True,128,0.8714748620986938,0.7612642049789429,0.3125104606151581,0.7486487030982971,20,40.53289556503296
BiGRU,adam,0.001,,relu,0.3333,True,256,0.8970421552658081,0.7602917551994324,0.258606344461441,0.7712844014167786,23,44.559346199035645
BiGRU,adam,0.001,,tanh,0.2,True,64,0.8901944756507874,0.7523500919342041,0.2793433666229248,0.7699139714241028,17,34.55866289138794
BiGRU,adam,0.001,,tanh,0.2,True,128,0.923946499824524,0.7470016479492188,0.1957131028175354,0.8998178243637085,22,43.08597683906555
BiGRU,adam,0.001,,tanh,0.2,True,256,0.910372793674469,0.7622366547584534,0.2280440628528595,0.8329818844795227,18,35.77777409553528
BiGRU,adam,0.001,,tanh,0.3333,True,64,0.8737439513206482,0.7627228498458862,0.3203477263450622,0.7152419686317444,22,41.87868022918701
BiGRU,adam,0.001,,tanh,0.3333,True,128,0.8613452315330505,0.7614262700080872,0.3426337540149688,0.7070218920707703,17,32.44130778312683
BiGRU,adam,0.001,,tanh,0.3333,True,256,0.9195299744606018,0.7542949914932251,0.2089622914791107,0.8600859045982361,31,56.97788238525391
BiGRU,adam,0.001,,selu,0.2,True,64,0.943922221660614,0.763857364654541,0.1515894532203674,1.0701873302459717,34,58.37489271163941
BiGRU,adam,0.001,,selu,0.2,True,128,0.9199351668357848,0.7529983520507812,0.2062343955039978,0.8911997675895691,19,33.28827238082886
BiGRU,adam,0.001,,selu,0.2,True,256,0.9504051804542542,0.7627228498458862,0.1319113820791244,1.187096118927002,28,51.33335995674133
BiGRU,adam,0.001,,selu,0.3333,True,64,0.8782009482383728,0.7602917551994324,0.2967344522476196,0.7803364992141724,24,42.357030630111694
BiGRU,adam,0.001,,selu,0.3333,True,128,0.91292542219162,0.7615883350372314,0.2205467075109481,0.9117945432662964,30,48.26547813415527
BiGRU,adam,0.001,,selu,0.3333,True,256,0.8991491198539734,0.7546191215515137,0.2544555962085724,0.836152195930481,23,38.59430551528931
BiGRU,adamw,0.001,0.95,relu,0.2,True,64,0.944935142993927,0.7573744058609009,0.14418238401412964,1.0884543657302856,39,62.6323664188385
BiGRU,adamw,0.001,0.95,relu,0.2,True,128,0.9104537963867188,0.7622366547584534,0.22654934227466583,0.8514922261238098,19,36.13091039657593
BiGRU,adamw,0.001,0.95,relu,0.2,True,256,0.8983792662620544,0.7401944994926453,0.25289708375930786,0.8530029058456421,16,34.383423805236816
BiGRU,adamw,0.001,0.95,relu,0.3333,True,64,0.8660048842430115,0.7648298144340515,0.3325645625591278,0.7100744843482971,21,39.678855895996094
BiGRU,adamw,0.001,0.95,relu,0.3333,True,128,0.8993922472000122,0.7598055005073547,0.25096234679222107,0.826137900352478,27,48.164326190948486
BiGRU,adamw,0.001,0.95,relu,0.3333,True,256,0.9054700136184692,0.7591572403907776,0.23816189169883728,0.8233345150947571,26,48.57694911956787
BiGRU,adamw,0.001,0.95,tanh,0.2,True,64,0.9073338508605957,0.7445704936981201,0.2387828528881073,0.8313369154930115,21,40.577598571777344
BiGRU,adamw,0.001,0.95,tanh,0.2,True,128,0.9280794262886047,0.7544570565223694,0.18457086384296417,0.9276070594787598,25,45.75620198249817
