rnn_type,optimizer,learning_rate,momentum,activation,dropout,batch_norm,rnn_units,train_acc,val_acc,train_loss,val_loss,epochs,time_sec
BiGRU,sgd,0.001,0.95,tanh,0.3333,True,128,0.7509724497795105,0.7257698774337769,0.564967691898346,0.6705490946769714,15,51.39203357696533
BiGRU,sgd,0.001,0.95,relu,0.2,True,64,0.7681928873062134,0.7251215577125549,0.4607761800289154,0.7110186219215393,16,49.41498398780823
BiGRU,sgd,0.001,0.95,tanh,0.3333,True,64,0.7472852468490601,0.7231766581535339,0.5684061646461487,0.6730984449386597,17,53.56124877929688
BiGRU,adam,0.001,,relu,0.2,True,128,0.8145056962966919,0.722528338432312,0.3486645519733429,0.7447025179862976,10,40.49518322944641
BiGRU,sgd,0.001,0.95,selu,0.3333,True,256,0.7613857388496399,0.7139384150505066,0.4951447546482086,0.7336368560791016,18,66.42366671562195
BiGRU,adamw,0.001,,relu,0.3333,True,256,0.8047406673431396,0.7105348706245422,0.3801532983779907,0.7419827580451965,12,50.00647449493408
BiGRU,adamw,0.001,,selu,0.3333,True,256,0.7879254221916199,0.7069692015647888,0.4258553683757782,0.7090622186660767,9,42.04346013069153
BiGRU,sgd,0.001,0.95,tanh,0.2,True,64,0.7789303064346313,0.705834686756134,0.43624347448349,0.7600268721580505,17,54.08602142333984
BiGRU,sgd,0.001,0.95,selu,0.3333,True,128,0.7535656690597534,0.704538106918335,0.5240435600280762,0.7475975155830383,18,59.01641893386841
BiGRU,adamw,0.001,,tanh,0.2,True,64,0.8235008120536804,0.7014586925506592,0.3355697095394134,0.808988630771637,11,42.91708588600159
BiGRU,sgd,0.001,0.95,relu,0.2,True,256,0.7657617330551147,0.7008103728294373,0.4959832429885864,0.7477606534957886,10,42.97872972488403
BiGRU,sgd,0.001,0.95,relu,0.3333,True,128,0.7644651532173157,0.6964343786239624,0.4559114873409271,0.733910858631134,21,65.88122296333313
BiGRU,sgd,0.001,0.95,selu,0.2,True,256,0.7949351668357849,0.6821718215942383,0.3878387808799743,0.8139001131057739,16,59.12051296234131
BiGRU,sgd,0.001,0.95,selu,0.2,True,128,0.7778767943382263,0.6627228260040283,0.4358602166175842,0.8519022464752197,15,50.36072778701782
BiGRU,sgd,0.001,0.95,selu,0.2,True,64,0.7635332345962524,0.6495948433876038,0.5020508170127869,0.8704516291618347,14,45.99674010276794
