rnn_type,optimizer,learning_rate,momentum,activation,dropout,batch_norm,rnn_units,train_acc,val_acc,train_loss,val_loss,epochs,time_sec
GRU,adamw,0.001,,relu,0.2,True,128,0.8121150732040405,0.7607779502868652,0.3483690023422241,0.671829104423523,10,31.08718204498291
GRU,adamw,0.001,,relu,0.2,True,256,0.8278768062591553,0.7192868590354919,0.3023315966129303,0.7804517149925232,12,38.815534591674805
GRU,adamw,0.001,,relu,0.3333,True,64,0.7970016002655029,0.750891387462616,0.37792521715164185,0.6921367645263672,17,44.469127893447876
GRU,adamw,0.001,,relu,0.3333,True,128,0.8128849267959595,0.7319287061691284,0.33798453211784363,0.7498018145561218,15,42.153669357299805
GRU,adamw,0.001,,relu,0.3333,True,256,0.7981361150741577,0.7450567483901978,0.3912741243839264,0.6536914110183716,12,38.550116300582886
GRU,adamw,0.001,,tanh,0.2,True,64,0.801296591758728,0.7249594926834106,0.3750723600387573,0.7035278677940369,11,32.890305280685425
GRU,adamw,0.001,,tanh,0.2,True,128,0.8448541164398193,0.7517017722129822,0.2785916030406952,0.7279196977615356,13,36.768550395965576
GRU,adamw,0.001,,tanh,0.2,True,256,0.8087925314903259,0.7666126489639282,0.37813714146614075,0.6229740977287292,9,31.380378484725952
GRU,adamw,0.001,,tanh,0.3333,True,64,0.8148703575134277,0.7482982277870178,0.3512851893901825,0.6825264096260071,16,41.740816831588745
GRU,adamw,0.001,,tanh,0.3333,True,128,0.8170178532600403,0.7282009720802307,0.33104395866394043,0.7384316325187683,14,38.07060694694519
GRU,adamw,0.001,,tanh,0.3333,True,256,0.7965559363365173,0.7670988440513611,0.42750799655914307,0.6198458075523376,10,33.3223180770874
GRU,adamw,0.001,,selu,0.2,True,64,0.79923015832901,0.7269043922424316,0.3778446912765503,0.7153359055519104,11,32.38447380065918
GRU,adamw,0.001,,selu,0.2,True,128,0.8028768301010132,0.7110210657119751,0.38168075680732727,0.7850780487060547,9,28.47329330444336
GRU,adamw,0.001,,selu,0.2,True,256,0.8220421671867371,0.7554295063018799,0.3329254686832428,0.6854164004325867,10,33.20912766456604
GRU,adamw,0.001,,selu,0.3333,True,64,0.7765802145004272,0.7231766581535339,0.46164876222610474,0.6873643398284912,10,30.001819849014282
GRU,adamw,0.001,,selu,0.3333,True,128,0.8076174855232239,0.7312803864479065,0.34700319170951843,0.7204068303108215,13,36.75065898895264
GRU,adamw,0.001,,selu,0.3333,True,256,0.8282414674758911,0.7401944994926453,0.2947366535663605,0.7135539650917053,15,44.720887184143066
GRU,sgd,0.001,0.95,relu,0.2,True,64,0.7512155771255493,0.7207455635070801,0.5408165454864502,0.6771132349967957,14,35.39583969116211
GRU,sgd,0.001,0.95,relu,0.2,True,128,0.7542544603347778,0.7385737299919128,0.5130921006202698,0.6342302560806274,14,35.30027937889099
GRU,sgd,0.001,0.95,relu,0.2,True,256,0.7809157371520996,0.7126418352127075,0.43245452642440796,0.7029277682304382,16,43.99757122993469
GRU,sgd,0.001,0.95,relu,0.3333,True,64,0.72941654920578,0.7247974276542664,0.6219188570976257,0.6852128505706787,15,37.277440786361694
